5-11:Person - Untaught
5-11:Person - Wise
5-11:Understanding
5-11:Attention
5-11:Taints Abandonded by Seeing

12-12:Person - Wise
12-12:Restraint of Faculties
12-12:Taints Abanonded by Restraining

13-17:Person - Wise
13-17:Taints Abandoned By Using

18-18:Person - Wise
18-18:Taints Abandoned by Enduring

19-19:Person - Wise
19-19:Taints Abandoned by Avoiding

20-20:Person - Wise
20-20:Taints Abandonded by Removing

21-21:Person - Wise
21-21:Taints Abandonded by Developing

22-22:Suffering - End
